listing_id,date
17765,2017-11-02
17765,2017-11-24
17765,2017-11-26
17765,2017-12-04
17765,2017-12-08
17765,2017-12-10
17765,2017-12-20
17765,2017-12-31
17765,2018-01-04
17765,2018-01-07
17765,2018-01-24
17765,2018-01-31
17765,2018-02-22
17765,2018-03-09
17765,2018-03-12
17765,2018-03-19
17765,2018-03-30
17765,2018-04-29
17765,2018-05-05
17765,2018-05-09
17765,2018-05-13
17765,2018-06-03
17765,2018-06-15
17765,2018-06-18
17765,2018-06-23
17765,2018-06-28
17765,2018-07-09
17765,2018-07-13
17765,2018-07-14
17765,2018-07-20
17765,2018-07-23
17765,2018-07-24
17765,2018-07-29
17765,2018-07-30
17765,2018-08-01
17765,2018-08-04
17765,2018-08-11
17765,2018-08-14
17765,2018-08-20
17765,2018-09-03
17765,2018-09-10
17765,2018-09-11
17765,2018-09-13
17765,2018-09-14
17765,2018-09-27
17765,2018-09-30
17765,2018-10-07
17765,2018-10-16
17765,2018-10-23
17765,2018-11-01
17765,2018-12-23
17765,2018-12-29
17765,2019-01-03
17765,2019-05-04
17765,2019-05-07
17765,2019-05-19
17765,2019-05-26
17765,2019-05-30
17765,2019-06-03
17765,2019-06-06
17765,2019-06-09
17765,2019-06-12
17765,2019-06-19
17765,2019-06-26
17765,2019-06-28
17765,2019-07-02
17765,2019-08-11
17765,2019-09-12
17765,2019-09-15
17765,2019-09-16
17765,2019-09-19
17765,2019-09-20
17765,2019-09-27
17765,2019-10-02
17765,2019-12-30
17765,2021-07-30
17765,2021-08-04
17765,2021-08-17
17765,2021-08-24
17765,2021-08-28
17765,2021-09-05
17765,2021-09-19
17765,2021-09-24
17765,2021-10-01
18795,2011-04-30
18795,2011-05-14
18795,2011-06-16
18795,2011-06-21
18795,2011-06-25
18795,2011-07-15
18795,2011-07-24
18795,2011-07-30
18795,2011-08-22
18795,2011-08-24
18795,2011-08-26
18795,2011-08-28
18795,2011-09-05
18795,2011-09-08
18795,2011-09-11
18795,2011-12-12
18795,2012-04-19
18795,2012-05-08
18795,2012-05-25
18795,2012-05-29
18795,2012-06-11
18795,2012-06-14
18795,2012-06-19
18795,2012-06-25
18795,2012-08-29
18795,2012-09-03
18795,2012-09-10
18795,2012-10-21
18795,2013-01-05
18795,2013-02-08
18795,2013-04-23
18795,2013-05-06
18795,2013-06-07
18795,2013-06-13
18795,2013-07-22
18795,2013-08-17
18795,2013-11-26
18795,2014-04-17
18795,2014-07-28
18795,2014-09-14
18795,2015-01-11
18795,2015-06-17
18795,2015-06-21
18795,2015-07-22
18795,2015-07-25
18795,2015-08-12
18795,2015-09-12
18795,2015-09-24
18795,2015-10-14
18795,2015-10-22
18795,2015-10-25
18795,2015-12-01
18795,2016-01-05
18795,2016-02-01
18795,2016-03-15
18795,2016-05-02
18795,2016-05-09
18795,2016-06-12
18795,2016-07-11
18795,2016-07-24
18795,2016-07-31
18795,2016-08-06
18795,2016-09-12
18795,2016-09-15
18795,2016-09-20
18795,2016-09-25
18795,2016-11-06
18795,2016-12-27
18795,2017-02-21
18795,2017-04-01
18795,2017-06-10
18795,2017-06-17
18795,2017-06-23
18795,2017-07-31
18795,2017-08-10
18795,2017-08-26
18795,2017-09-16
18795,2017-09-25
18795,2017-10-01
18795,2017-10-09
18795,2017-10-16
18795,2017-10-22
18795,2017-11-05
18795,2018-03-26
18795,2018-06-10
18795,2018-06-24
18795,2018-07-14
18795,2018-07-20
18795,2018-07-24
18795,2018-08-08
18795,2018-08-28
18795,2018-08-31
18795,2018-10-03
18795,2018-10-10
18795,2018-10-15
18795,2018-11-04
18795,2018-11-15
18795,2018-12-30
18795,2019-01-02
18795,2019-04-08
18795,2019-04-26
18795,2019-05-03
18795,2019-05-08
18795,2019-05-13
18795,2019-05-17
18795,2019-05-24
18795,2019-06-18
18795,2019-07-03
18795,2019-07-09
18795,2019-07-13
18795,2019-07-21
18795,2019-08-13
18795,2019-08-18
18795,2019-09-15
18795,2019-09-25
18795,2019-10-07
18795,2019-10-11
18795,2019-10-14
18795,2019-11-05
18795,2020-01-25
18795,2020-03-16
18795,2021-06-13
18795,2022-02-14
18795,2022-03-20
18795,2022-04-24
18795,2022-09-03
18795,2022-10-10
18795,2022-11-23
18795,2023-01-06
18795,2023-02-12
18795,2023-06-01
24273,2013-06-01
24273,2018-07-25
24273,2018-08-20
24273,2018-09-10
24273,2018-11-17
24273,2018-12-31
24273,2019-05-25
24273,2019-06-18
24273,2019-07-22
24273,2019-07-30
24273,2019-08-27
24273,2019-11-28
24273,2020-01-05
24273,2020-03-14
24273,2020-08-20
24273,2021-03-01
24273,2023-11-05
26047,2011-07-04
26047,2013-02-04
26047,2013-10-09
26047,2014-03-13
26047,2014-05-07
26047,2014-06-19
26047,2014-07-14
26047,2015-10-01
26047,2016-02-10
26047,2016-04-06
26047,2017-03-18
26047,2017-05-20
26047,2017-06-04
26047,2017-07-03
26047,2017-08-18
26047,2017-09-04
26047,2017-09-22
26047,2017-10-07
26047,2018-06-24
26047,2018-06-30
26047,2018-07-07
26047,2018-08-09
26047,2018-08-16
26047,2018-08-22
26047,2018-09-05
26047,2018-09-11
26047,2018-09-21
26047,2018-10-01
26047,2018-10-11
26047,2019-07-29
26047,2019-10-10
26047,2019-12-28
26047,2020-05-23
26047,2021-02-15
26047,2021-11-01
26047,2022-01-07
26047,2022-02-27
26047,2022-09-27
26047,2022-10-31
26047,2023-06-06
26047,2023-08-01
26047,2023-08-31
26047,2023-10-02
26047,2023-11-18
26047,2024-04-14
26047,2024-06-20
26047,2024-08-24
26047,2024-10-01
26047,2024-11-27
42645,2010-08-17
42645,2011-06-17
42645,2011-07-04
42645,2016-01-14
42645,2016-04-23
42645,2016-06-17
42645,2016-07-22
42645,2016-08-29
42645,2016-10-16
42645,2016-10-23
42645,2017-01-17
42645,2017-06-20
42645,2017-07-06
42645,2017-07-17
42645,2017-08-20
42645,2017-09-18
42645,2017-09-30
42645,2017-10-16
42645,2017-11-15
42645,2017-12-17
42645,2018-01-07
42645,2018-05-23
42645,2018-06-18
42645,2018-08-07
42645,2018-08-13
42645,2018-09-01
42645,2018-09-06
42645,2021-03-20
42645,2021-05-01
42645,2021-09-26
42645,2021-12-16
42645,2022-06-15
42645,2022-08-21
42645,2024-08-22
42645,2024-09-22
49736,2010-12-25
49736,2011-05-04
49736,2012-06-01
49736,2013-07-30
49736,2014-05-01
49736,2014-07-03
49736,2015-01-05
49736,2015-10-12
49736,2016-08-22
73841,2011-08-21
73841,2011-09-20
73841,2012-08-02
73841,2012-09-14
73841,2012-10-13
73841,2012-11-12
73841,2015-02-01
73841,2015-06-01
73841,2015-09-14
73841,2015-10-19
73841,2015-11-21
73841,2019-08-28
73841,2021-01-30
73841,2021-06-30
73841,2021-07-31
73841,2022-04-20
73841,2022-05-28
73841,2022-07-03
73841,2022-08-06
73841,2023-07-31
73841,2023-09-01
73841,2023-10-01
73841,2023-11-12
73841,2024-01-16
73841,2024-04-30
73841,2024-06-16
73841,2024-07-25
73841,2024-09-20
77157,2011-03-19
77157,2011-03-28
77157,2011-04-14
77157,2011-04-20
77157,2011-04-28
77157,2011-05-03
77157,2011-05-04
77157,2011-05-06
77157,2011-05-08
77157,2011-05-14
77157,2011-05-16
77157,2011-06-08
77157,2011-06-24
77157,2011-06-29
77157,2011-07-02
77157,2011-07-05
77157,2011-07-14
77157,2011-07-27
77157,2011-08-04
77157,2011-08-06
77157,2011-08-20
77157,2011-08-25
77157,2011-08-27
77157,2011-09-07
77157,2011-09-15
77157,2011-09-17
77157,2011-10-01
77157,2011-10-02
77157,2011-10-11
77157,2011-10-14
77157,2011-10-23
77157,2011-11-05
77157,2011-11-11
77157,2011-11-15
77157,2011-11-21
77157,2011-11-26
77157,2011-11-28
77157,2011-11-29
77157,2011-11-30
77157,2011-12-03
77157,2011-12-05
77157,2011-12-06
77157,2011-12-16
77157,2011-12-19
77157,2011-12-22
77157,2011-12-30
77157,2012-01-01
77157,2012-01-14
77157,2012-01-16
77157,2012-01-17
77157,2012-01-23
77157,2012-01-25
77157,2012-02-10
77157,2012-02-17
77157,2012-03-04
77157,2012-03-06
77157,2012-03-11
77157,2012-03-12
77157,2012-03-23
77157,2012-03-28
77157,2012-04-01
77157,2012-04-03
77157,2012-04-06
77157,2012-04-12
77157,2012-04-19
77157,2012-04-28
77157,2012-04-30
77157,2012-05-01
77157,2012-05-04
77157,2012-05-07
77157,2012-05-17
77157,2012-05-19
77157,2012-05-22
77157,2012-05-28
77157,2012-05-31
77157,2012-06-02
77157,2012-06-09
77157,2012-06-17
77157,2012-06-27
77157,2012-07-08
77157,2012-07-17
77157,2012-07-19
77157,2012-07-23
77157,2012-07-26
77157,2012-07-28
77157,2012-07-31
77157,2012-08-12
77157,2012-08-15
77157,2012-08-19
77157,2012-09-04
77157,2012-09-06
77157,2012-09-11
77157,2012-09-21
77157,2012-10-04
77157,2012-10-11
77157,2012-10-15
77157,2012-10-21
77157,2012-11-08
77157,2012-11-11
77157,2012-11-13
77157,2012-11-17
77157,2012-11-18
77157,2012-11-26
77157,2012-12-09
77157,2012-12-11
77157,2012-12-18
77157,2012-12-30
77157,2013-01-07
77157,2013-01-14
77157,2013-01-17
77157,2013-01-23
77157,2013-01-27
77157,2013-01-31
77157,2013-02-06
77157,2013-02-11
77157,2013-02-14
77157,2013-02-22
77157,2013-02-26
77157,2013-02-27
77157,2013-03-03
77157,2013-03-11
77157,2013-03-20
77157,2013-03-29
77157,2013-03-31
77157,2013-04-01
77157,2013-04-03
77157,2013-04-09
77157,2013-04-10
77157,2013-04-20
77157,2013-04-21
77157,2013-04-30
77157,2013-05-04
77157,2013-05-13
77157,2013-05-16
77157,2013-05-25
77157,2013-05-28
77157,2013-06-01
77157,2013-07-03
77157,2013-07-17
77157,2013-07-21
77157,2013-07-27
77157,2013-07-30
77157,2013-08-02
77157,2013-08-07
77157,2013-08-10
77157,2013-08-27
77157,2013-08-30
77157,2013-09-01
77157,2013-10-12
77157,2013-10-27
77157,2013-10-31
77157,2013-11-04
77157,2013-11-07
77157,2013-11-09
77157,2013-11-22
77157,2013-12-14
77157,2013-12-15
77157,2014-01-11
77157,2014-01-12
77157,2014-02-02
77157,2014-02-03
77157,2014-02-18
77157,2014-02-22
77157,2014-02-23
77157,2014-03-05
77157,2014-03-23
77157,2014-03-29
77157,2014-04-11
77157,2014-04-12
77157,2014-04-16
77157,2014-04-21
77157,2014-04-25
77157,2014-04-27
77157,2014-04-30
77157,2014-05-06
77157,2014-05-13
77157,2014-05-31
77157,2014-06-01
77157,2014-06-07
77157,2014-06-15
77157,2014-06-27
77157,2014-06-28
77157,2014-07-10
77157,2014-07-15
77157,2014-07-18
77157,2014-07-31
77157,2014-09-01
77157,2014-09-02
77157,2014-09-03
77157,2014-09-06
77157,2014-09-08
77157,2014-09-14
77157,2014-09-18
77157,2014-09-21
77157,2014-09-22
77157,2014-09-25
77157,2014-09-27
77157,2014-11-17
77157,2014-11-23
77157,2014-12-01
77157,2014-12-14
77157,2014-12-29
77157,2015-01-04
77157,2015-01-19
77157,2015-01-23
77157,2015-02-01
77157,2015-02-08
77157,2015-02-15
77157,2015-02-21
77157,2015-02-22
77157,2015-02-24
77157,2015-03-15
77157,2015-03-20
77157,2015-03-22
77157,2015-03-26
77157,2015-03-29
77157,2015-03-30
77157,2015-03-31
77157,2015-04-07
77157,2015-04-09
77157,2015-04-16
77157,2015-04-23
77157,2015-04-29
77157,2015-05-19
77157,2015-05-21
77157,2015-05-22
77157,2015-05-26
77157,2015-05-28
77157,2015-06-23
77157,2015-06-27
77157,2015-06-29
77157,2015-07-02
77157,2015-07-06
77157,2015-07-11
77157,2015-07-14
77157,2015-07-15
77157,2015-07-18
77157,2015-07-21
77157,2015-08-07
77157,2015-08-13
77157,2015-08-14
77157,2015-08-16
77157,2015-08-18
77157,2015-08-19
77157,2015-08-24
77157,2015-08-26
77157,2015-08-28
77157,2015-08-29
77157,2015-09-03
77157,2015-09-04
77157,2015-09-07
77157,2015-09-08
77157,2015-09-13
77157,2015-09-22
77157,2015-09-24
77157,2015-09-27
77157,2015-09-30
77157,2015-10-03
77157,2015-10-06
77157,2015-10-10
77157,2015-10-11
77157,2015-10-12
77157,2015-10-15
77157,2015-10-24
77157,2015-10-26
77157,2015-10-28
77157,2015-10-30
77157,2015-11-02
77157,2015-11-08
77157,2015-11-25
77157,2015-11-25
77157,2015-11-29
77157,2015-12-05
77157,2015-12-07
77157,2015-12-08
77157,2015-12-15
77157,2015-12-18
77157,2015-12-21
77157,2015-12-23
77157,2015-12-24
77157,2015-12-31
77157,2016-01-09
77157,2016-01-15
77157,2016-01-17
77157,2016-01-23
77157,2016-02-11
77157,2016-02-16
77157,2016-02-21
77157,2016-02-29
77157,2016-03-09
77157,2016-03-13
77157,2016-03-15
77157,2016-03-21
77157,2016-04-01
77157,2016-04-06
77157,2016-04-16
77157,2016-04-17
77157,2016-04-26
77157,2016-04-28
77157,2016-05-01
77157,2016-05-03
77157,2016-05-10
77157,2016-05-13
77157,2016-05-18
77157,2016-05-20
77157,2016-05-23
77157,2016-05-30
77157,2016-06-01
77157,2016-06-04
77157,2016-06-07
77157,2016-06-09
77157,2016-06-12
77157,2016-06-15
77157,2016-06-18
77157,2016-06-19
77157,2016-06-22
77157,2016-06-30
77157,2016-07-01
77157,2016-07-02
77157,2016-07-04
77157,2016-07-05
77157,2016-07-09
77157,2016-07-15
77157,2016-07-18
77157,2016-07-21
77157,2016-07-23
77157,2016-07-24
77157,2016-07-29
77157,2016-08-05
77157,2016-08-07
77157,2016-08-08
77157,2016-08-19
77157,2016-08-25
77157,2016-08-28
77157,2016-08-28
77157,2016-08-29
77157,2016-09-09
77157,2016-09-11
77157,2016-09-14
77157,2016-09-15
77157,2016-09-16
77157,2016-09-17
77157,2016-10-11
77157,2016-10-16
77157,2016-10-21
77157,2016-10-25
77157,2016-10-29
77157,2017-01-09
77157,2017-02-16
77157,2017-02-27
77157,2017-03-04
77157,2017-03-05
77157,2017-03-12
77157,2017-03-16
77157,2017-03-17
77157,2017-03-19
77157,2017-03-25
77157,2017-03-26
77157,2017-04-02
77157,2017-04-03
77157,2017-04-07
77157,2017-04-10
77157,2017-04-12
77157,2017-04-16
77157,2017-04-23
77157,2017-04-28
77157,2017-06-23
77157,2017-06-26
77157,2017-06-28
77157,2017-06-29
77157,2017-06-30
77157,2017-07-09
77157,2017-07-10
77157,2017-07-11
77157,2017-07-14
77157,2017-07-18
77157,2017-07-20
77157,2017-07-21
77157,2017-07-25
77157,2017-07-26
77157,2017-07-31
77157,2017-08-02
77157,2017-08-04
77157,2017-08-10
77157,2017-08-13
77157,2017-08-17
77157,2017-08-19
77157,2017-08-26
77157,2017-09-02
77157,2017-09-03
77157,2017-09-04
77157,2017-09-05
77157,2017-09-13
77157,2017-09-17
77157,2017-09-22
77157,2017-09-23
77157,2017-09-25
77157,2017-09-26
77157,2017-10-02
77157,2017-10-06
77157,2017-10-07
77157,2017-10-08
77157,2017-10-10
77157,2017-10-11
77157,2017-10-12
77157,2017-10-15
77157,2017-10-17
77157,2017-11-11
77157,2017-11-21
77157,2017-11-23
77157,2017-11-25
77157,2017-11-26
77157,2017-12-04
77157,2017-12-11
77157,2017-12-15
77157,2017-12-19
77157,2017-12-22
77157,2017-12-23
77157,2017-12-25
77157,2017-12-28
77157,2018-01-01
77157,2018-01-07
77157,2018-01-08
77157,2018-01-14
77157,2018-01-22
77157,2018-01-27
77157,2018-01-28
77157,2018-01-30
77157,2018-02-04
77157,2018-02-16
77157,2018-02-17
77157,2018-02-18
77157,2018-02-19
77157,2018-02-25
77157,2018-02-28
77157,2018-03-02
77157,2018-03-04
77157,2018-03-06
77157,2018-03-12
77157,2018-03-18
77157,2018-03-24
77157,2018-03-26
77157,2018-03-27
77157,2018-03-31
77157,2018-04-02
77157,2018-04-07
77157,2018-04-08
77157,2018-04-10
77157,2018-04-11
77157,2018-04-14
77157,2018-04-21
77157,2018-04-23
77157,2018-04-25
77157,2018-05-06
77157,2018-05-11
77157,2018-05-12
77157,2018-05-14
77157,2018-05-15
77157,2018-05-16
77157,2018-05-25
77157,2018-06-09
77157,2018-06-10
77157,2018-06-13
77157,2018-06-14
77157,2018-06-16
77157,2018-06-17
77157,2018-06-18
77157,2018-06-19
77157,2018-06-21
77157,2018-06-22
77157,2018-06-23
77157,2018-06-26
77157,2018-06-28
77157,2018-06-30
77157,2018-07-03
77157,2018-07-05
77157,2018-07-06
77157,2018-07-07
77157,2018-07-08
77157,2018-07-09
77157,2018-07-16
77157,2018-07-18
77157,2018-07-19
77157,2018-07-21
77157,2018-07-25
77157,2018-07-28
77157,2018-07-29
77157,2018-07-31
77157,2018-08-01
77157,2018-08-08
77157,2018-08-12
77157,2018-08-13
77157,2018-08-15
77157,2018-08-18
77157,2018-08-19
77157,2018-08-21
77157,2018-08-24
77157,2018-08-27
77157,2018-08-28
77157,2018-08-30
77157,2018-09-01
77157,2018-09-04
77157,2018-09-07
77157,2018-09-09
77157,2018-09-10
77157,2018-09-12
77157,2018-09-13
77157,2018-09-16
77157,2018-09-18
77157,2018-09-21
77157,2018-09-23
77157,2018-09-29
77157,2018-09-30
77157,2018-10-02
77157,2018-10-04
77157,2018-10-11
77157,2018-10-13
77157,2018-10-14
77157,2018-10-15
77157,2018-10-18
77157,2018-10-25
77157,2018-10-26
77157,2018-11-04
77157,2018-11-06
77157,2018-11-07
77157,2018-11-11
77157,2018-11-17
77157,2018-11-23
77157,2018-12-02
77157,2018-12-11
77157,2018-12-14
77157,2018-12-18
77157,2018-12-19
77157,2018-12-20
77157,2018-12-24
77157,2019-01-02
77157,2019-01-11
77157,2019-01-12
77157,2019-01-13
77157,2019-01-20
77157,2019-01-26
77157,2019-02-02
77157,2019-02-03
77157,2019-02-05
77157,2019-02-08
77157,2019-02-16
77157,2019-02-20
77157,2019-02-23
77157,2019-03-01
77157,2019-03-03
77157,2019-03-10
77157,2019-03-12
77157,2019-03-14
77157,2019-03-16
77157,2019-03-20
77157,2019-03-24
77157,2019-03-26
77157,2019-04-26
77157,2019-04-27
77157,2019-05-04
77157,2019-05-06
77157,2019-05-07
77157,2019-05-14
77157,2019-05-18
77157,2019-05-19
77157,2019-05-20
77157,2019-05-24
77157,2019-05-25
77157,2019-05-27
77157,2019-06-01
77157,2019-06-08
77157,2019-06-09
77157,2019-06-16
77157,2019-06-23
77157,2019-06-25
77157,2019-06-30
77157,2019-07-02
77157,2019-07-03
77157,2019-07-04
77157,2019-07-09
77157,2019-07-12
77157,2019-07-14
77157,2019-07-17
77157,2019-07-18
77157,2019-07-19
77157,2019-07-22
77157,2019-07-26
77157,2019-07-28
77157,2019-08-02
77157,2019-08-07
77157,2019-08-12
77157,2019-08-14
77157,2019-08-19
77157,2019-08-23
77157,2019-08-24
77157,2019-08-26
77157,2019-09-04
77157,2019-09-06
77157,2019-09-07
77157,2019-09-12
77157,2019-09-16
77157,2019-09-25
77157,2019-09-26
77157,2019-10-01
77157,2019-10-12
77157,2019-11-07
77157,2019-11-12
77157,2019-11-15
77157,2019-11-23
77157,2019-11-24
77157,2019-11-27
77157,2019-11-29
77157,2019-12-01
77157,2019-12-11
77157,2019-12-16
77157,2019-12-29
77157,2019-12-31
77157,2020-01-01
77157,2020-01-05
77157,2020-01-12
77157,2020-01-18
77157,2020-01-24
77157,2020-01-26
77157,2020-02-09
77157,2020-02-15
77157,2020-02-17
77157,2020-03-04
77157,2020-03-06
77157,2020-03-13
77157,2020-03-14
77157,2020-07-16
77157,2020-08-12
77157,2020-09-12
77157,2020-11-11
77157,2021-01-06
77157,2021-02-26
77157,2021-03-06
77157,2021-05-10
77157,2021-06-19
77157,2021-07-09
77157,2021-07-17
77157,2021-07-20
77157,2021-07-25
77157,2021-07-29
77157,2021-08-02
77157,2021-08-08
77157,2021-09-09
77157,2021-09-12
77157,2021-09-15
77157,2021-09-19
77157,2021-09-24
77157,2021-09-28
77157,2021-10-01
77157,2021-10-07
77157,2021-10-10
77157,2021-10-12
77157,2021-10-18
77157,2021-10-22
77157,2021-10-24
77157,2021-10-26
77157,2021-11-08
77157,2021-11-15
77157,2021-11-22
77157,2021-11-26
77157,2021-11-28
77157,2022-01-09
77157,2022-01-25
77157,2022-02-05
77157,2022-02-08
77157,2022-03-03
77157,2022-03-12
77157,2022-03-15
77157,2022-03-18
77157,2022-03-24
77157,2022-03-27
77157,2022-03-30
77157,2022-04-09
77157,2022-04-13
77157,2022-04-18
77157,2022-04-21
77157,2022-04-28
77157,2022-05-05
77157,2022-05-07
77157,2022-05-15
77157,2022-05-21
77157,2022-06-01
77157,2022-06-05
77157,2022-06-12
77157,2022-06-23
77157,2022-06-30
77157,2022-07-11
77157,2022-07-15
77157,2022-07-18
77157,2022-07-20
77157,2022-07-24
77157,2022-08-02
77157,2022-08-04
77157,2022-08-25
77157,2022-08-28
77157,2022-09-02
77157,2022-09-05
77157,2022-09-08
77157,2022-09-14
77157,2022-09-16
77157,2022-09-25
77157,2022-09-30
77157,2022-10-02
77157,2022-10-12
77157,2022-10-16
77157,2022-10-25
77157,2022-10-28
77157,2022-11-20
77157,2022-11-27
77157,2022-12-12
77157,2022-12-30
77157,2023-01-02
77157,2023-01-07
77157,2023-01-17
77157,2023-01-30
77157,2023-02-05
77157,2023-02-08
77157,2023-02-17
77157,2023-02-20
77157,2023-02-24
77157,2023-02-27
77157,2023-03-04
77157,2023-03-08
77157,2023-03-16
77157,2023-03-23
77157,2023-04-02
77157,2023-04-10
77157,2023-04-15
77157,2023-04-22
77157,2023-05-05
77157,2023-05-07
77157,2023-05-16
77157,2023-05-20
77157,2023-05-23
77157,2023-05-26
77157,2023-05-30
77157,2023-06-12
77157,2023-06-16
77157,2023-06-28
77157,2023-07-01
77157,2023-07-05
77157,2023-07-11
77157,2023-07-16
77157,2023-07-19
77157,2023-07-21
77157,2023-07-23
77157,2023-07-25
77157,2023-07-29
77157,2023-07-31
77157,2023-08-05
77157,2023-08-09
77157,2023-08-30
77157,2023-09-04
77157,2023-09-09
77157,2023-09-12
77157,2023-09-16
77157,2023-09-20
77157,2023-09-27
77157,2023-09-30
77157,2023-10-16
77157,2023-10-23
77157,2023-10-28
77157,2023-11-12
77157,2023-11-20
77157,2023-11-24
77157,2023-12-10
77157,2024-01-02
77157,2024-01-13
77157,2024-02-04
77157,2024-02-06
77157,2024-02-26
77157,2024-03-10
77157,2024-04-07
77157,2024-04-09
77157,2024-04-28
77157,2024-05-13
77157,2024-05-16
77157,2024-05-18
77157,2024-05-21
77157,2024-05-24
77157,2024-05-26
77157,2024-05-30
77157,2024-06-02
77157,2024-06-05
77157,2024-06-07
77157,2024-06-14
77157,2024-06-16
77157,2024-06-19
77157,2024-06-26
77157,2024-06-30
77157,2024-07-03
77157,2024-07-05
77157,2024-07-10
77157,2024-07-12
77157,2024-07-16
77157,2024-07-18
77157,2024-07-22
77157,2024-07-26
77157,2024-07-28
77157,2024-08-02
77157,2024-08-04
77157,2024-08-07
77157,2024-08-10
77157,2024-08-13
77157,2024-08-17
77157,2024-08-22
77157,2024-08-26
77157,2024-08-28
77157,2024-09-01
77157,2024-09-08
77157,2024-09-11
77157,2024-09-15
77157,2024-09-29
77157,2024-10-08
77157,2024-10-12
77157,2024-10-15
77157,2024-10-20
77157,2024-11-01
77157,2024-11-14
77157,2024-11-17
77157,2024-11-22
77157,2024-11-23
77157,2024-12-01
77157,2024-12-06
77157,2024-12-15
77157,2024-12-26
77157,2024-12-28
77157,2024-12-30
77157,2025-01-03
134688,2011-08-23
134688,2011-08-29
134688,2011-09-16
134688,2012-07-31
134688,2012-08-18
134688,2012-08-22
134688,2013-04-19
134688,2013-07-22
134688,2013-08-09
134688,2013-08-16
134688,2013-08-19
134688,2013-09-05
134688,2013-09-09
134688,2013-09-15
134688,2013-11-01
134688,2014-08-19
134688,2014-08-25
134688,2014-09-14
134688,2015-06-02
134688,2015-07-05
134688,2015-07-10
134688,2015-07-17
134688,2015-07-25
134688,2015-07-28
134688,2015-11-01
134688,2016-09-01
134688,2017-04-01
134688,2017-04-30
134688,2017-05-06
134688,2017-07-20
134688,2017-07-29
134688,2017-08-08
134688,2017-08-23
134688,2017-08-26
134688,2017-09-23
134688,2018-12-15
134688,2019-11-19
134688,2020-04-11
134688,2020-08-15
134688,2020-12-29
134688,2021-12-31
134688,2022-05-20
134688,2023-02-28
134688,2023-08-02
134688,2024-04-12
134688,2024-07-28
134688,2024-08-31
134688,2024-12-01
172827,2018-07-26
172827,2018-08-02
172827,2018-08-19
172827,2019-01-05
172827,2019-08-05
172827,2019-08-15
172827,2019-12-28
196722,2014-07-22
196722,2015-07-06
196722,2015-07-18
196722,2015-08-05
196722,2016-07-08
196722,2016-07-25
196722,2017-08-04
196722,2017-08-12
196722,2018-07-16
196722,2018-07-23
196722,2019-01-05
196722,2019-08-04
196722,2019-08-17
256178,2012-10-29
256178,2015-05-19
256178,2016-09-25
256178,2018-05-31
256178,2018-11-13
256178,2019-04-23
256178,2019-05-29
256178,2020-08-24
256178,2020-08-31
256178,2020-12-27
256178,2021-04-25
256178,2021-07-02
256178,2021-07-24
256178,2021-08-09
256178,2021-08-26
